SR NO,GROUP,SYMBOL,DESCRIPTION,LP,DIGITS,Benchmark,Core Spread,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P51,P52,P53,P54,P55,P56,P57,P59,P60,P62,P63,P64,P65,P66,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103
610,USEQUITY,TDG, TransDigm Group Inc,CMC,3,0.73,0.73,0.93,0.96,1,1.05,1.1,1.22,1.5,1.64,1.74,1.05,1.74,1.64,0.93,1.1,1.05,1.74,1.05,1,1.05,1.22,1.22,1.05,1.74,1.74,1.1,1.05,1.1,1.64,1.22,1.1,1.64,1.46,1.05,1.64,1.1,1.1,1.64,1.05,1.5,1.5,1,1.05,1.22,1,1.05,1.5,1.22,0.93,1.64,0.96,1.74,1.22,1.1,1,1,1.1,0.83,1.05,1.1,1.22,1.1,1.1,1.05,1.1,1.74,1.22,1,1.22,1.1,1.46,1.74,1.05,1.1,1.22,1.74,0.93,1.05,1.05,1.05,1.05,1.05,1.1,1.05,1.1,1.5,1.22,1.74,1,1,1.1,1.05,1.22,1.1,1.05,1.05
611,USEQUITY,TDOC, Teladoc Inc,CMC,3,0.05,0.01,0.15,0.2,0.25,0.32,0.42,0.46,0.66,0.89,0.99,0.32,0.99,0.89,0.15,0.42,0.32,0.99,0.32,0.25,0.32,0.46,0.46,0.32,0.99,0.99,0.42,0.32,0.42,0.89,0.46,0.42,0.89,0.2,0.32,0.89,0.42,0.42,0.89,0.32,0.66,0.66,0.25,0.32,0.46,0.25,0.32,0.66,0.46,0.15,0.89,0.2,0.99,0.46,0.42,0.25,0.25,0.42,0.2,0.32,0.42,0.46,0.42,0.42,0.32,0.42,0.99,0.46,0.25,0.46,0.42,0.2,0.99,0.32,0.42,0.46,0.99,0.15,0.32,0.32,0.32,0.32,0.32,0.42,0.32,0.42,0.66,0.46,0.99,0.25,0.25,0.42,0.32,0.46,0.42,0.32,0.32
612,USEQUITY,TECH, Bio-Techne Corp,CMC,2,0.1,0.1,0.12,0.16,0.18,0.19,0.23,0.28,0.41,0.52,0.62,0.19,0.62,0.52,0.12,0.23,0.19,0.62,0.19,0.18,0.19,0.28,0.28,0.19,0.62,0.62,0.23,0.19,0.23,0.52,0.28,0.23,0.52,0.2,0.19,0.52,0.23,0.23,0.52,0.19,0.41,0.41,0.18,0.19,0.28,0.18,0.19,0.41,0.28,0.12,0.52,0.16,0.62,0.28,0.23,0.18,0.18,0.23,0.2,0.19,0.23,0.28,0.23,0.23,0.19,0.23,0.62,0.28,0.18,0.28,0.23,0.2,0.62,0.19,0.23,0.28,0.62,0.12,0.19,0.19,0.19,0.19,0.19,0.23,0.19,0.23,0.41,0.28,0.62,0.18,0.18,0.23,0.19,0.28,0.23,0.19,0.19
613,USEQUITY,TECK, Teck Resources LTD Class B,CMC,3,0.01,0.01,0.02,0.03,0.04,0.06,0.1,0.17,0.28,0.39,0.49,0.06,0.49,0.39,0.02,0.1,0.06,0.49,0.06,0.04,0.06,0.17,0.17,0.06,0.49,0.49,0.1,0.06,0.1,0.39,0.17,0.1,0.39,0.02,0.06,0.39,0.1,0.1,0.39,0.06,0.28,0.28,0.04,0.06,0.17,0.04,0.06,0.28,0.17,0.02,0.39,0.03,0.49,0.17,0.1,0.04,0.04,0.1,0.11,0.06,0.1,0.17,0.1,0.1,0.06,0.1,0.49,0.17,0.04,0.17,0.1,0.02,0.49,0.06,0.1,0.17,0.49,0.02,0.06,0.06,0.06,0.06,0.06,0.1,0.06,0.1,0.28,0.17,0.49,0.04,0.04,0.1,0.06,0.17,0.1,0.06,0.06
614,USEQUITY,TER, Teradyne Inc,CMC,3,0.06,0.06,0.08,0.1,0.12,0.15,0.2,0.28,0.38,0.48,0.66,0.15,0.66,0.48,0.08,0.2,0.15,0.66,0.15,0.12,0.15,0.28,0.28,0.15,0.66,0.66,0.2,0.15,0.2,0.48,0.28,0.2,0.48,0.12,0.15,0.48,0.2,0.2,0.48,0.15,0.38,0.38,0.12,0.15,0.28,0.12,0.15,0.38,0.28,0.08,0.48,0.1,0.66,0.28,0.2,0.12,0.12,0.2,0.16,0.15,0.2,0.28,0.2,0.2,0.15,0.2,0.66,0.28,0.12,0.28,0.2,0.12,0.66,0.15,0.2,0.28,0.66,0.08,0.15,0.15,0.15,0.15,0.15,0.2,0.15,0.2,0.38,0.28,0.66,0.12,0.12,0.2,0.15,0.28,0.2,0.15,0.15
615,USEQUITY,TESLA, Tesla Motors ,CMC,2,0.02,0.02,0.04,0.05,0.06,0.07,0.1,0.17,0.28,0.39,0.49,0.07,0.49,0.39,0.04,0.1,0.07,0.49,0.07,0.06,0.07,0.17,0.17,0.07,0.49,0.49,0.1,0.07,0.1,0.39,0.17,0.1,0.39,0.04,0.07,0.39,0.1,0.1,0.39,0.07,0.28,0.28,0.06,0.07,0.17,0.06,0.07,0.28,0.17,0.04,0.39,0.05,0.49,0.17,0.1,0.06,0.06,0.1,0.22,0.07,0.1,0.17,0.1,0.1,0.07,0.1,0.49,0.17,0.06,0.17,0.1,0.04,0.49,0.07,0.1,0.17,0.49,0.04,0.07,0.07,0.07,0.07,0.07,0.1,0.07,0.1,0.28,0.17,0.49,0.06,0.06,0.1,0.07,0.17,0.1,0.07,0.07
616,USEQUITY,TEVA, Teva Pharmaceutical Industries Ltd,CMC,3,0.01,0.01,0.03,0.04,0.05,0.07,0.09,0.16,0.27,0.38,0.48,0.07,0.48,0.38,0.03,0.09,0.07,0.48,0.07,0.05,0.07,0.16,0.16,0.07,0.48,0.48,0.09,0.07,0.09,0.38,0.16,0.09,0.38,0.02,0.07,0.38,0.09,0.09,0.38,0.07,0.27,0.27,0.05,0.07,0.16,0.05,0.07,0.27,0.16,0.03,0.38,0.04,0.48,0.16,0.09,0.05,0.05,0.09,0.11,0.07,0.09,0.16,0.09,0.09,0.07,0.09,0.48,0.16,0.05,0.16,0.09,0.02,0.48,0.07,0.09,0.16,0.48,0.03,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.09,0.27,0.16,0.48,0.05,0.05,0.09,0.07,0.16,0.09,0.07,0.07
617,USEQUITY,TGTX, TG Therapeutics Inc,CMC,3,0.01,0.01,0.04,0.06,0.08,0.19,0.29,0.34,0.47,0.58,0.78,0.19,0.78,0.58,0.04,0.29,0.19,0.78,0.19,0.08,0.19,0.34,0.34,0.19,0.78,0.78,0.29,0.19,0.29,0.58,0.34,0.29,0.58,0.02,0.19,0.58,0.29,0.29,0.58,0.19,0.47,0.47,0.08,0.19,0.34,0.08,0.19,0.47,0.34,0.04,0.58,0.06,0.78,0.34,0.29,0.08,0.08,0.29,0.11,0.19,0.29,0.34,0.29,0.29,0.19,0.29,0.78,0.34,0.08,0.34,0.29,0.02,0.78,0.19,0.29,0.34,0.78,0.04,0.19,0.19,0.19,0.19,0.19,0.29,0.19,0.29,0.47,0.34,0.78,0.08,0.08,0.29,0.19,0.34,0.29,0.19,0.19
618,USEQUITY,TILRAY, Tilray Inc. ,CMC,3,0.01,0.01,0.04,0.05,0.06,0.04,0.09,0.16,0.27,0.38,0.48,0.04,0.48,0.38,0.04,0.09,0.04,0.48,0.04,0.06,0.04,0.16,0.16,0.04,0.48,0.48,0.09,0.04,0.09,0.38,0.16,0.09,0.38,0.02,0.04,0.38,0.09,0.09,0.38,0.04,0.27,0.27,0.06,0.04,0.16,0.06,0.04,0.27,0.16,0.04,0.38,0.05,0.48,0.16,0.09,0.06,0.06,0.09,0.11,0.04,0.09,0.16,0.09,0.09,0.04,0.09,0.48,0.16,0.06,0.16,0.09,0.02,0.48,0.04,0.09,0.16,0.48,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.09,0.27,0.16,0.48,0.06,0.06,0.09,0.04,0.16,0.09,0.04,0.04
619,USEQUITY,TIO, Tingo Group Inc,CMC,4,0.01,0.01,0.03,0.04,0.05,0.07,0.09,0.16,0.27,0.38,0.48,0.07,0.48,0.38,0.03,0.09,0.07,0.48,0.07,0.05,0.07,0.16,0.16,0.07,0.48,0.48,0.09,0.07,0.09,0.38,0.16,0.09,0.38,0.02,0.07,0.38,0.09,0.09,0.38,0.07,0.27,0.27,0.05,0.07,0.16,0.05,0.07,0.27,0.16,0.03,0.38,0.04,0.48,0.16,0.09,0.05,0.05,0.09,0.11,0.07,0.09,0.16,0.09,0.09,0.07,0.09,0.48,0.16,0.05,0.16,0.09,0.02,0.48,0.07,0.09,0.16,0.48,0.03,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.09,0.27,0.16,0.48,0.05,0.05,0.09,0.07,0.16,0.09,0.07,0.07
620,USEQUITY,TJX, TJX Companies Inc,CMC,3,0.02,0.02,0.04,0.06,0.08,0.12,0.2,0.34,0.56,0.78,0.98,0.12,0.98,0.78,0.04,0.2,0.12,0.98,0.12,0.08,0.12,0.34,0.34,0.12,0.98,0.98,0.2,0.12,0.2,0.78,0.34,0.2,0.78,0.04,0.12,0.78,0.2,0.2,0.78,0.12,0.56,0.56,0.08,0.12,0.34,0.08,0.12,0.56,0.34,0.04,0.78,0.06,0.98,0.34,0.2,0.08,0.08,0.2,0.12,0.12,0.2,0.34,0.2,0.2,0.12,0.2,0.98,0.34,0.08,0.34,0.2,0.04,0.98,0.12,0.2,0.34,0.98,0.04,0.12,0.12,0.12,0.12,0.12,0.2,0.12,0.2,0.56,0.34,0.98,0.08,0.08,0.2,0.12,0.34,0.2,0.12,0.12
621,USEQUITY,TLT, iShares 20+ Year Treasury Bond ETF,CMC,3,0.01,0.01,0.03,0.04,0.05,0.07,0.09,0.16,0.28,0.38,0.49,0.07,0.49,0.38,0.03,0.09,0.07,0.49,0.07,0.05,0.07,0.16,0.16,0.07,0.49,0.49,0.09,0.07,0.09,0.38,0.16,0.09,0.38,0.02,0.07,0.38,0.09,0.09,0.38,0.07,0.28,0.28,0.05,0.07,0.16,0.05,0.07,0.28,0.16,0.03,0.38,0.04,0.49,0.16,0.09,0.05,0.05,0.09,0.11,0.07,0.09,0.16,0.09,0.09,0.07,0.09,0.49,0.16,0.05,0.16,0.09,0.02,0.49,0.07,0.09,0.16,0.49,0.03,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.09,0.28,0.16,0.49,0.05,0.05,0.09,0.07,0.16,0.09,0.07,0.07
622,USEQUITY,TMDX, Transmedics Group Inc,CMC,3,0.05,0.05,0.08,0.1,0.12,0.15,0.18,0.23,0.36,0.47,0.57,0.15,0.57,0.47,0.08,0.18,0.15,0.57,0.15,0.12,0.15,0.23,0.23,0.15,0.57,0.57,0.18,0.15,0.18,0.47,0.23,0.18,0.47,0.1,0.15,0.47,0.18,0.18,0.47,0.15,0.36,0.36,0.12,0.15,0.23,0.12,0.15,0.36,0.23,0.08,0.47,0.1,0.57,0.23,0.18,0.12,0.12,0.18,0.15,0.15,0.18,0.23,0.18,0.18,0.15,0.18,0.57,0.23,0.12,0.23,0.18,0.1,0.57,0.15,0.18,0.23,0.57,0.08,0.15,0.15,0.15,0.15,0.15,0.18,0.15,0.18,0.36,0.23,0.57,0.12,0.12,0.18,0.15,0.23,0.18,0.15,0.15
623,USEQUITY,TME, Tencent Music Entertainment Group,CMC,3,0.01,0.01,0.3,0.35,0.45,0.55,0.7,0.85,0.9,0.95,0.99,0.55,0.99,0.95,0.3,0.7,0.55,0.99,0.55,0.45,0.55,0.85,0.85,0.55,0.99,0.99,0.7,0.55,0.7,0.95,0.85,0.7,0.95,0.02,0.55,0.95,0.7,0.7,0.95,0.55,0.9,0.9,0.45,0.55,0.85,0.45,0.55,0.9,0.85,0.3,0.95,0.35,0.99,0.85,0.7,0.45,0.45,0.7,0.11,0.55,0.7,0.85,0.7,0.7,0.55,0.7,0.99,0.85,0.45,0.85,0.7,0.02,0.99,0.55,0.7,0.85,0.99,0.3,0.55,0.55,0.55,0.55,0.55,0.7,0.55,0.7,0.9,0.85,0.99,0.45,0.45,0.7,0.55,0.85,0.7,0.55,0.55
624,USEQUITY,TMO, Thermo Fisher Scientific Inc,CMC,3,0.28,0.28,0.32,0.35,0.38,0.44,0.6,0.68,0.78,0.88,0.98,0.44,0.98,0.88,0.32,0.6,0.44,0.98,0.44,0.38,0.44,0.68,0.68,0.44,0.98,0.98,0.6,0.44,0.6,0.88,0.68,0.6,0.88,0.56,0.44,0.88,0.6,0.6,0.88,0.44,0.78,0.78,0.38,0.44,0.68,0.38,0.44,0.78,0.68,0.32,0.88,0.35,0.98,0.68,0.6,0.38,0.38,0.6,0.38,0.44,0.6,0.68,0.6,0.6,0.44,0.6,0.98,0.68,0.38,0.68,0.6,0.56,0.98,0.44,0.6,0.68,0.98,0.32,0.44,0.44,0.44,0.44,0.44,0.6,0.44,0.6,0.78,0.68,0.98,0.38,0.38,0.6,0.44,0.68,0.6,0.44,0.44
625,USEQUITY,TMUS, T-Mobile US Inc,CMC,3,0.03,0.03,0.05,0.07,0.09,0.11,0.2,0.25,0.38,0.49,0.59,0.11,0.59,0.49,0.05,0.2,0.11,0.59,0.11,0.09,0.11,0.25,0.25,0.11,0.59,0.59,0.2,0.11,0.2,0.49,0.25,0.2,0.49,0.06,0.11,0.49,0.2,0.2,0.49,0.11,0.38,0.38,0.09,0.11,0.25,0.09,0.11,0.38,0.25,0.05,0.49,0.07,0.59,0.25,0.2,0.09,0.09,0.2,0.13,0.11,0.2,0.25,0.2,0.2,0.11,0.2,0.59,0.25,0.09,0.25,0.2,0.06,0.59,0.11,0.2,0.25,0.59,0.05,0.11,0.11,0.11,0.11,0.11,0.2,0.11,0.2,0.38,0.25,0.59,0.09,0.09,0.2,0.11,0.25,0.2,0.11,0.11
626,USEQUITY,TOL, Toll Brothers Inc,CMC,3,0.01,0.01,0.03,0.04,0.05,0.07,0.09,0.15,0.3,0.46,0.66,0.07,0.66,0.46,0.03,0.09,0.07,0.66,0.07,0.05,0.07,0.15,0.15,0.07,0.66,0.66,0.09,0.07,0.09,0.46,0.15,0.09,0.46,0.02,0.07,0.46,0.09,0.09,0.46,0.07,0.3,0.3,0.05,0.07,0.15,0.05,0.07,0.3,0.15,0.03,0.46,0.04,0.66,0.15,0.09,0.05,0.05,0.09,0.11,0.07,0.09,0.15,0.09,0.09,0.07,0.09,0.66,0.15,0.05,0.15,0.09,0.02,0.66,0.07,0.09,0.15,0.66,0.03,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.09,0.3,0.15,0.66,0.05,0.05,0.09,0.07,0.15,0.09,0.07,0.07
627,USEQUITY,TPR, Tapestry Inc,CMC,3,0.02,0.02,0.03,0.04,0.05,0.07,0.11,0.18,0.29,0.4,0.5,0.07,0.5,0.4,0.03,0.11,0.07,0.5,0.07,0.05,0.07,0.18,0.18,0.07,0.5,0.5,0.11,0.07,0.11,0.4,0.18,0.11,0.4,0.04,0.07,0.4,0.11,0.11,0.4,0.07,0.29,0.29,0.05,0.07,0.18,0.05,0.07,0.29,0.18,0.03,0.4,0.04,0.5,0.18,0.11,0.05,0.05,0.11,0.12,0.07,0.11,0.18,0.11,0.11,0.07,0.11,0.5,0.18,0.05,0.18,0.11,0.04,0.5,0.07,0.11,0.18,0.5,0.03,0.07,0.07,0.07,0.07,0.07,0.11,0.07,0.11,0.29,0.18,0.5,0.05,0.05,0.11,0.07,0.18,0.11,0.07,0.07
628,USEQUITY,TQQQ, ProShares UltraPro QQQ,CMC,4,0.04,0.02,0.06,0.08,0.1,0.12,0.16,0.22,0.3,0.4,0.5,0.12,0.5,0.4,0.06,0.16,0.12,0.5,0.12,0.1,0.12,0.22,0.22,0.12,0.5,0.5,0.16,0.12,0.16,0.4,0.22,0.16,0.4,0.08,0.12,0.4,0.16,0.16,0.4,0.12,0.3,0.3,0.1,0.12,0.22,0.1,0.12,0.3,0.22,0.06,0.4,0.08,0.5,0.22,0.16,0.1,0.1,0.16,0.14,0.12,0.16,0.22,0.16,0.16,0.12,0.16,0.5,0.22,0.1,0.22,0.16,0.08,0.5,0.12,0.16,0.22,0.5,0.06,0.12,0.12,0.12,0.12,0.12,0.16,0.12,0.16,0.3,0.22,0.5,0.1,0.1,0.16,0.12,0.22,0.16,0.12,0.12
629,USEQUITY,TREX, Trex Co Inc,CMC,3,0.28,0.28,0.48,0.53,0.58,0.65,0.71,0.76,0.98,1.22,1.32,0.65,1.32,1.22,0.48,0.71,0.65,1.32,0.65,0.58,0.65,0.76,0.76,0.65,1.32,1.32,0.71,0.65,0.71,1.22,0.76,0.71,1.22,0.56,0.65,1.22,0.71,0.71,1.22,0.65,0.98,0.98,0.58,0.65,0.76,0.58,0.65,0.98,0.76,0.48,1.22,0.53,1.32,0.76,0.71,0.58,0.58,0.71,0.38,0.65,0.71,0.76,0.71,0.71,0.65,0.71,1.32,0.76,0.58,0.76,0.71,0.56,1.32,0.65,0.71,0.76,1.32,0.48,0.65,0.65,0.65,0.65,0.65,0.71,0.65,0.71,0.98,0.76,1.32,0.58,0.58,0.71,0.65,0.76,0.71,0.65,0.65
630,USEQUITY,TRGP, Targa Resources Corp,CMC,3,0.05,0.05,0.07,0.08,0.09,0.09,0.13,0.2,0.31,0.42,0.52,0.09,0.52,0.42,0.07,0.13,0.09,0.52,0.09,0.09,0.09,0.2,0.2,0.09,0.52,0.52,0.13,0.09,0.13,0.42,0.2,0.13,0.42,0.1,0.09,0.42,0.13,0.13,0.42,0.09,0.31,0.31,0.09,0.09,0.2,0.09,0.09,0.31,0.2,0.07,0.42,0.08,0.52,0.2,0.13,0.09,0.09,0.13,0.15,0.09,0.13,0.2,0.13,0.13,0.09,0.13,0.52,0.2,0.09,0.2,0.13,0.1,0.52,0.09,0.13,0.2,0.52,0.07,0.09,0.09,0.09,0.09,0.09,0.13,0.09,0.13,0.31,0.2,0.52,0.09,0.09,0.13,0.09,0.2,0.13,0.09,0.09
631,USEQUITY,TRIP, TripAdvisor,CMC,3,0.01,0.01,0.02,0.03,0.04,0.06,0.1,0.17,0.28,0.39,0.49,0.06,0.49,0.39,0.02,0.1,0.06,0.49,0.06,0.04,0.06,0.17,0.17,0.06,0.49,0.49,0.1,0.06,0.1,0.39,0.17,0.1,0.39,0.02,0.06,0.39,0.1,0.1,0.39,0.06,0.28,0.28,0.04,0.06,0.17,0.04,0.06,0.28,0.17,0.02,0.39,0.03,0.49,0.17,0.1,0.04,0.04,0.1,0.11,0.06,0.1,0.17,0.1,0.1,0.06,0.1,0.49,0.17,0.04,0.17,0.1,0.02,0.49,0.06,0.1,0.17,0.49,0.02,0.06,0.06,0.06,0.06,0.06,0.1,0.06,0.1,0.28,0.17,0.49,0.04,0.04,0.1,0.06,0.17,0.1,0.06,0.06
632,USEQUITY,TSM, Taiwan Semiconductor Manufacturing Co Ltd,CMC,3,0.01,0.01,0.03,0.04,0.05,0.07,0.09,0.16,0.27,0.38,0.48,0.07,0.48,0.38,0.03,0.09,0.07,0.48,0.07,0.05,0.07,0.16,0.16,0.07,0.48,0.48,0.09,0.07,0.09,0.38,0.16,0.09,0.38,0.02,0.07,0.38,0.09,0.09,0.38,0.07,0.27,0.27,0.05,0.07,0.16,0.05,0.07,0.27,0.16,0.03,0.38,0.04,0.48,0.16,0.09,0.05,0.05,0.09,0.11,0.07,0.09,0.16,0.09,0.09,0.07,0.09,0.48,0.16,0.05,0.16,0.09,0.02,0.48,0.07,0.09,0.16,0.48,0.03,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.09,0.27,0.16,0.48,0.05,0.05,0.09,0.07,0.16,0.09,0.07,0.07
633,USEQUITY,TSN, Tyson Foods Inc,CMC,3,0.01,0.01,0.03,0.04,0.05,0.07,0.09,0.15,0.3,0.46,0.66,0.07,0.66,0.46,0.03,0.09,0.07,0.66,0.07,0.05,0.07,0.15,0.15,0.07,0.66,0.66,0.09,0.07,0.09,0.46,0.15,0.09,0.46,0.02,0.07,0.46,0.09,0.09,0.46,0.07,0.3,0.3,0.05,0.07,0.15,0.05,0.07,0.3,0.15,0.03,0.46,0.04,0.66,0.15,0.09,0.05,0.05,0.09,0.11,0.07,0.09,0.15,0.09,0.09,0.07,0.09,0.66,0.15,0.05,0.15,0.09,0.02,0.66,0.07,0.09,0.15,0.66,0.03,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.09,0.3,0.15,0.66,0.05,0.05,0.09,0.07,0.15,0.09,0.07,0.07
634,USEQUITY,TTD, Trade Desk Inc,CMC,3,0.03,0.03,0.05,0.07,0.09,0.11,0.2,0.25,0.38,0.52,0.69,0.11,0.69,0.52,0.05,0.2,0.11,0.69,0.11,0.09,0.11,0.25,0.25,0.11,0.69,0.69,0.2,0.11,0.2,0.52,0.25,0.2,0.52,0.06,0.11,0.52,0.2,0.2,0.52,0.11,0.38,0.38,0.09,0.11,0.25,0.09,0.11,0.38,0.25,0.05,0.52,0.07,0.69,0.25,0.2,0.09,0.09,0.2,0.13,0.11,0.2,0.25,0.2,0.2,0.11,0.2,0.69,0.25,0.09,0.25,0.2,0.06,0.69,0.11,0.2,0.25,0.69,0.05,0.11,0.11,0.11,0.11,0.11,0.2,0.11,0.2,0.38,0.25,0.69,0.09,0.09,0.2,0.11,0.25,0.2,0.11,0.11
635,USEQUITY,TTWO, Take-Two Interactive Software Inc,CMC,2,0.1,0.1,0.12,0.19,0.24,0.26,0.27,0.31,0.51,0.74,0.84,0.26,0.84,0.74,0.12,0.27,0.26,0.84,0.26,0.24,0.26,0.31,0.31,0.26,0.84,0.84,0.27,0.26,0.27,0.74,0.31,0.27,0.74,0.2,0.26,0.74,0.27,0.27,0.74,0.26,0.51,0.51,0.24,0.26,0.31,0.24,0.26,0.51,0.31,0.12,0.74,0.19,0.84,0.31,0.27,0.24,0.24,0.27,0.2,0.26,0.27,0.31,0.27,0.27,0.26,0.27,0.84,0.31,0.24,0.31,0.27,0.2,0.84,0.26,0.27,0.31,0.84,0.12,0.26,0.26,0.26,0.26,0.26,0.27,0.26,0.27,0.51,0.31,0.84,0.24,0.24,0.27,0.26,0.31,0.27,0.26,0.26
636,USEQUITY,TWLO, Twilio Inc,CMC,3,0.04,0.04,0.15,0.18,0.21,0.24,0.3,0.36,0.45,0.54,0.63,0.24,0.63,0.54,0.15,0.3,0.24,0.63,0.24,0.21,0.24,0.36,0.36,0.24,0.63,0.63,0.3,0.24,0.3,0.54,0.36,0.3,0.54,0.08,0.24,0.54,0.3,0.3,0.54,0.24,0.45,0.45,0.21,0.24,0.36,0.21,0.24,0.45,0.36,0.15,0.54,0.18,0.63,0.36,0.3,0.21,0.21,0.3,0.14,0.24,0.3,0.36,0.3,0.3,0.24,0.3,0.63,0.36,0.21,0.36,0.3,0.08,0.63,0.24,0.3,0.36,0.63,0.15,0.24,0.24,0.24,0.24,0.24,0.3,0.24,0.3,0.45,0.36,0.63,0.21,0.21,0.3,0.24,0.36,0.3,0.24,0.24
637,USEQUITY,TXN, Texas Instruments Inc,CMC,3,0.03,0.03,0.05,0.08,0.12,0.16,0.22,0.32,0.42,0.55,0.85,0.16,0.85,0.55,0.05,0.22,0.16,0.85,0.16,0.12,0.16,0.32,0.32,0.16,0.85,0.85,0.22,0.16,0.22,0.55,0.32,0.22,0.55,0.06,0.16,0.55,0.22,0.22,0.55,0.16,0.42,0.42,0.12,0.16,0.32,0.12,0.16,0.42,0.32,0.05,0.55,0.08,0.85,0.32,0.22,0.12,0.12,0.22,0.13,0.16,0.22,0.32,0.22,0.22,0.16,0.22,0.85,0.32,0.12,0.32,0.22,0.06,0.85,0.16,0.22,0.32,0.85,0.05,0.16,0.16,0.16,0.16,0.16,0.22,0.16,0.22,0.42,0.32,0.85,0.12,0.12,0.22,0.16,0.32,0.22,0.16,0.16
638,USEQUITY,UAA, Under Armour Inc - A,CMC,3,0.01,0.01,0.02,0.03,0.04,0.06,0.1,0.17,0.28,0.39,0.49,0.06,0.49,0.39,0.02,0.1,0.06,0.49,0.06,0.04,0.06,0.17,0.17,0.06,0.49,0.49,0.1,0.06,0.1,0.39,0.17,0.1,0.39,0.02,0.06,0.39,0.1,0.1,0.39,0.06,0.28,0.28,0.04,0.06,0.17,0.04,0.06,0.28,0.17,0.02,0.39,0.03,0.49,0.17,0.1,0.04,0.04,0.1,0.11,0.06,0.1,0.17,0.1,0.1,0.06,0.1,0.49,0.17,0.04,0.17,0.1,0.02,0.49,0.06,0.1,0.17,0.49,0.02,0.06,0.06,0.06,0.06,0.06,0.1,0.06,0.1,0.28,0.17,0.49,0.04,0.04,0.1,0.06,0.17,0.1,0.06,0.06
639,USEQUITY,UBER, Uber Technologies Inc,CMC,3,0.01,0.01,0.02,0.03,0.04,0.06,0.1,0.17,0.28,0.39,0.49,0.06,0.49,0.39,0.02,0.1,0.06,0.49,0.06,0.04,0.06,0.17,0.17,0.06,0.49,0.49,0.1,0.06,0.1,0.39,0.17,0.1,0.39,0.02,0.06,0.39,0.1,0.1,0.39,0.06,0.28,0.28,0.04,0.06,0.17,0.04,0.06,0.28,0.17,0.02,0.39,0.03,0.49,0.17,0.1,0.04,0.04,0.1,0.11,0.06,0.1,0.17,0.1,0.1,0.06,0.1,0.49,0.17,0.04,0.17,0.1,0.02,0.49,0.06,0.1,0.17,0.49,0.02,0.06,0.06,0.06,0.06,0.06,0.1,0.06,0.1,0.28,0.17,0.49,0.04,0.04,0.1,0.06,0.17,0.1,0.06,0.06
640,USEQUITY,UBS, UBS GROUP AG,CMC,3,0.01,0.01,0.06,0.1,0.15,0.08,0.18,0.22,0.42,0.65,0.75,0.08,0.75,0.65,0.06,0.18,0.08,0.75,0.08,0.15,0.08,0.22,0.22,0.08,0.75,0.75,0.18,0.08,0.18,0.65,0.22,0.18,0.65,0.02,0.08,0.65,0.18,0.18,0.65,0.08,0.42,0.42,0.15,0.08,0.22,0.15,0.08,0.42,0.22,0.06,0.65,0.1,0.75,0.22,0.18,0.15,0.15,0.18,0.11,0.08,0.18,0.22,0.18,0.18,0.08,0.18,0.75,0.22,0.15,0.22,0.18,0.02,0.75,0.08,0.18,0.22,0.75,0.06,0.08,0.08,0.08,0.08,0.08,0.18,0.08,0.18,0.42,0.22,0.75,0.15,0.15,0.18,0.08,0.22,0.18,0.08,0.08
641,USEQUITY,UCR, UDR Inc,CMC,3,0.01,0.01,0.04,0.06,0.08,0.19,0.29,0.34,0.47,0.58,0.78,0.19,0.78,0.58,0.04,0.29,0.19,0.78,0.19,0.08,0.19,0.34,0.34,0.19,0.78,0.78,0.29,0.19,0.29,0.58,0.34,0.29,0.58,0.02,0.19,0.58,0.29,0.29,0.58,0.19,0.47,0.47,0.08,0.19,0.34,0.08,0.19,0.47,0.34,0.04,0.58,0.06,0.78,0.34,0.29,0.08,0.08,0.29,0.11,0.19,0.29,0.34,0.29,0.29,0.19,0.29,0.78,0.34,0.08,0.34,0.29,0.02,0.78,0.19,0.29,0.34,0.78,0.04,0.19,0.19,0.19,0.19,0.19,0.29,0.19,0.29,0.47,0.34,0.78,0.08,0.08,0.29,0.19,0.34,0.29,0.19,0.19
